DRAM.B,DRAM.D,DRAM.E,DRAM.F,DRAM.H,DRAM.M,DRAM.N,DRAM.P,DRAM.S,L3.B,L3.D,L3.E,L3.F,L3.H,L3.M,L3.N,L3.P,L3.S,PE.B,PE.D,PE.E,PE.F,PE.H,PE.M,PE.N,PE.P,PE.S,latency,energy,QKV.latency,QKV.energy,MHA.latency,MHA.energy,LayerNorm.latency,LayerNorm.energy,FFN.latency,FFN.energy
64,4,1,1,1,1024,1,256,4,1,128,64,64,8,1,1,4,2,1,1,1,1,1,1,256,256,256,550.2503810723406,2.725017069243655e+17,0.3513924085106383,249624242053661.84,182.80026199148938,9.02194967196011e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667088236578659.6
64,8,1,1,1,1024,1,256,8,1,64,64,64,8,1,1,4,1,1,1,1,1,1,1,256,256,256,550.2503810723406,2.725244650071803e+17,0.3513924085106383,261004923682845.1,182.80026199148938,9.02194967196011e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667086596356867.2
32,256,1,1,1,1024,1,1024,8,2,2,64,64,8,1,1,1,1,1,1,1,1,1,1,256,256,256,563.3288567829788,2.7876125580415174e+17,0.28,965010369845399.5,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628775625508600.0
64,64,1,1,1,512,1,1024,2,1,8,64,64,8,2,1,1,4,1,1,1,1,1,1,256,256,256,563.4088567829788,2.776708525765876e+17,0.32,419802194875808.25,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628782186696121.4
64,64,1,1,1,1024,1,256,2,1,8,64,64,8,1,1,4,4,1,1,1,1,1,1,256,256,256,550.2503810723406,2.72843127373241e+17,0.3513924085106383,420334466491410.5,182.80026199148938,9.02194967196011e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667088236578659.6
64,1,1,1,1,512,1,1024,8,1,512,64,64,8,2,1,1,1,1,1,1,1,1,1,256,256,256,563.2144288584276,2.773038318319673e+17,0.2227860377244016,236298383753197.12,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628775625508600.0
64,128,1,1,1,1024,1,256,4,1,4,64,64,8,1,1,4,2,1,1,1,1,1,1,256,256,256,550.2503810723406,2.7320730918537485e+17,0.3513924085106383,602425372558342.5,182.80026199148938,9.02194967196011e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667088236578659.6
64,16,1,1,1,1024,1,512,4,1,32,64,64,8,1,1,2,2,1,1,1,1,1,1,256,256,256,550.2675962553193,2.7420619724114592e+17,0.36,284298558556813.9,182.80026199148938,9.076454285397789e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667089876900569.2
64,128,1,1,1,1024,1,512,2,1,4,64,64,8,1,1,2,4,1,1,1,1,1,1,256,256,256,550.2675962553193,2.7484351541238022e+17,0.36,602957644173944.8,182.80026199148938,9.076454285397789e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667089876900569.2
64,64,1,1,1,512,1,512,8,1,8,64,64,8,2,1,2,1,1,1,1,1,1,1,256,256,256,550.1075962553192,2.7447506886623414e+17,0.28,418737651644603.56,182.80026199148938,9.076454285397789e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667086596356867.2
64,2,1,1,1,512,1,1024,1,1,256,64,64,8,2,1,1,8,1,1,1,1,1,1,256,256,256,563.4088567829788,2.7731805144608288e+17,0.32,243401629623467.88,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628782186696121.4
16,4,1,1,1,1024,1,1024,8,4,128,64,64,8,1,1,1,1,1,1,1,1,1,1,256,256,256,563.2544264170214,2.77324096289181e+17,0.2427848170212766,246430612360047.88,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628775625508600.0
64,1,1,1,1,1024,1,512,2,1,512,64,64,8,1,1,2,4,1,1,1,1,1,1,256,256,256,549.9931683307681,2.741101968915387e+17,0.2227860377244016,236298383753197.12,182.80026199148938,9.076454285397789e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667089876900569.2
64,32,1,1,1,512,1,1024,2,1,16,64,64,8,2,1,1,4,1,1,1,1,1,1,256,256,256,563.4088567829788,2.7748876167052064e+17,0.32,328756741842342.25,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628782186696121.4
16,16,1,1,1,1024,1,1024,4,4,32,64,64,8,1,1,1,2,1,1,1,1,1,1,256,256,256,563.2544264170214,2.7739238365939968e+17,0.2427848170212766,280572657247597.62,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628777265730392.4
64,8,1,1,1,1024,1,512,8,1,64,64,64,8,1,1,2,1,1,1,1,1,1,1,256,256,256,550.2675962553193,2.7416066795354182e+17,0.36,261537195298447.4,182.80026199148938,9.076454285397789e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667086596356867.2
32,256,1,1,1,512,1,1024,1,2,2,64,64,8,2,1,1,8,1,1,1,1,1,1,256,256,256,563.2716416000001,2.7875913327877674e+17,0.25139240851063827,963945826614194.8,187.20734883404256,9.185463512273146e+16,0.0009063489361702129,1955689049872.4663,0.5711392680851064,628778906052302.0
32,512,1,1,1,1024,1,512,4,2,1,64,64,8,1,1,2,2,1,1,1,1,1,1,256,256,256,550.0903810723405,2.7702076075393034e+17,0.2713924085106383,1691581955270910.8,182.80026199148938,9.076454285397789e+16,0.0009063489361702129,1958361659502.1663,0.5711392680851064,667088236578659.6
